Student_Name,Student_mail_id,Program,Cohort,Term,Placed_Not_Placed,CGPA,AI_Tutor_Usage,AI_Mentor_Usage,AI_TKT_Exam_Usage,JPT_Usage,Yoodli_Usage
Student_39_Sep-23,student39@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.41,Medium,High,Medium,None,Low
Student_40_Sep-23,student40@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.13,High,Low,High,Low,Medium
Student_41_Sep-23,student41@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,3.74,High,Low,Medium,None,None
Student_42_Sep-23,student42@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.95,High,High,High,Medium,None
Student_43_Sep-23,student43@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.92,High,Medium,Low,None,None
Student_44_Sep-23,student44@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.08,None,High,Low,Medium,High
Student_45_Sep-23,student45@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.88,Low,Low,High,None,Medium
Student_46_Sep-23,student46@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,3.23,None,None,Medium,Medium,Low
Student_47_Sep-23,student47@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,2.67,Low,High,None,Medium,Low
Student_48_Sep-23,student48@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.22,Medium,None,High,Medium,Medium
Student_49_Sep-23,student49@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,2.58,Low,None,High,High,Low
Student_50_Sep-23,student50@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,2.93,Medium,High,None,Low,Medium
Student_51_Sep-23,student51@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.65,None,Low,None,High,Low
Student_52_Sep-23,student52@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.37,Medium,Medium,Low,High,Low
Student_53_Sep-23,student53@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.35,Medium,Medium,Medium,High,Medium
Student_54_Sep-23,student54@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.67,None,None,High,None,High
Student_55_Sep-23,student55@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,3.1,High,None,None,High,None
Student_56_Sep-23,student56@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.96,Medium,Medium,Low,Low,Medium
Student_57_Sep-23,student57@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.75,Low,High,Low,None,High
Student_58_Sep-23,student58@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.01,Medium,None,Low,Medium,None
Student_59_Sep-23,student59@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.68,None,None,Low,None,High
Student_60_Sep-23,student60@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.34,None,High,Medium,Medium,Low
Student_61_Sep-23,student61@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,2.88,Medium,Low,None,Medium,Medium
Student_62_Sep-23,student62@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.44,High,High,Medium,None,Medium
Student_63_Sep-23,student63@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.5,None,None,None,High,High
Student_64_Sep-23,student64@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.26,High,High,Medium,Low,High
Student_65_Sep-23,student65@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.06,High,Low,High,Low,High
Student_66_Sep-23,student66@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.18,Medium,Medium,None,None,Medium
Student_67_Sep-23,student67@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,2.83,Low,Low,High,None,None
Student_68_Sep-23,student68@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.09,High,None,Medium,None,None
Student_69_Sep-23,student69@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.02,High,None,None,None,High
Student_70_Sep-23,student70@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.65,Low,High,None,Low,High
Student_71_Sep-23,student71@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,2.8,Medium,High,Medium,Low,Low
Student_72_Sep-23,student72@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.02,None,High,None,High,None
Student_73_Sep-23,student73@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.77,Medium,High,High,Medium,High
Student_74_Sep-23,student74@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,2.83,None,Medium,Low,Medium,None
Student_75_Sep-23,student75@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.06,Medium,Medium,None,High,Low
Student_76_Sep-23,student76@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.39,Medium,Low,High,Medium,None
Student_77_Sep-23,student77@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.96,High,None,Low,Low,High
Student_78_Sep-23,student78@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,2.81,Low,High,None,None,High
Student_79_Sep-23,student79@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.61,None,Medium,Medium,High,High
Student_80_Sep-23,student80@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.82,Medium,High,Medium,Low,None
Student_81_Sep-23,student81@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.6,None,None,Medium,None,Medium
Student_82_Sep-23,student82@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.77,Medium,Low,None,High,Low
Student_83_Sep-23,student83@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,3.94,High,None,None,None,High
Student_84_Sep-23,student84@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.55,None,None,Medium,None,Medium
Student_85_Sep-23,student85@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.65,None,Medium,High,Medium,Medium
Student_86_Sep-23,student86@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Not Placed,2.99,Medium,High,None,Low,High
Student_87_Sep-23,student87@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.91,Low,None,Medium,High,Medium
Student_88_Sep-23,student88@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,2.99,None,None,High,Low,Medium
Student_89_Sep-23,student89@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.68,High,Medium,Medium,High,Low
Student_90_Sep-23,student90@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.49,None,Low,Low,Medium,Low
Student_91_Sep-23,student91@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.47,Low,Low,None,None,High
Student_92_Sep-23,student92@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,3.04,Medium,Medium,None,None,None
Student_93_Sep-23,student93@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Placed,3.31,Medium,High,None,Low,None
Student_94_Sep-23,student94@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.58,None,None,None,None,Medium
Student_95_Sep-23,student95@sep-23.spjain.edu,GMBA,Sep-23,Term 4,Not Placed,3.58,Medium,Medium,Low,Medium,None
Student_96_Sep-23,student96@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.52,High,None,Medium,Medium,Low
Student_97_Sep-23,student97@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Not Placed,3.82,Low,None,None,Low,None
Student_98_Sep-23,student98@sep-23.spjain.edu,GMBA,Sep-23,Term 1,Placed,3.51,Medium,Low,Medium,Low,Low
Student_99_Sep-23,student99@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.77,None,None,None,Medium,Medium
Student_100_Sep-23,student100@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.78,Medium,Medium,Low,None,Medium
Student_101_Sep-23,student101@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.01,Medium,Low,High,Low,Medium
Student_102_Sep-23,student102@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.77,Low,None,Medium,Medium,None
Student_103_Sep-23,student103@sep-23.spjain.edu,GMBA,Sep-23,Term 2,Placed,3.01,Low,High,Medium,High,None
Student_104_Sep-23,student104@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,2.54,None,Low,None,Low,High
Student_105_Sep-23,student105@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Not Placed,3.66,Low,Low,Medium,High,Medium
Student_106_Sep-23,student106@sep-23.spjain.edu,GMBA,Sep-23,Term 3,Placed,3.82,High,High,None,None,Medium
Student_1_Jan-24,student1@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.37,Low,High,High,Low,Medium
Student_2_Jan-24,student2@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,2.63,Low,None,High,Low,Low
Student_3_Jan-24,student3@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,2.82,Medium,Low,Medium,None,None
Student_4_Jan-24,student4@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.7,None,Low,High,High,Low
Student_5_Jan-24,student5@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,2.93,High,High,Low,Medium,None
Student_6_Jan-24,student6@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.54,None,High,Medium,None,High
Student_7_Jan-24,student7@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,2.69,Low,None,Medium,Medium,Low
Student_8_Jan-24,student8@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,2.59,Low,None,None,None,Low
Student_9_Jan-24,student9@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,2.71,Low,Low,Low,Low,None
Student_10_Jan-24,student10@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.68,Low,Medium,Medium,Low,High
Student_11_Jan-24,student11@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.98,High,Medium,High,High,High
Student_12_Jan-24,student12@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.06,Medium,Medium,High,Medium,Medium
Student_13_Jan-24,student13@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.8,High,Medium,High,Low,Low
Student_14_Jan-24,student14@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.28,None,Medium,High,Low,Low
Student_15_Jan-24,student15@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.08,None,Medium,None,Medium,None
Student_16_Jan-24,student16@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,3.58,Low,None,Medium,High,Medium
Student_17_Jan-24,student17@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.88,Low,Medium,High,Medium,Medium
Student_18_Jan-24,student18@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,2.79,High,Medium,Medium,Medium,High
Student_19_Jan-24,student19@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,2.59,High,High,Medium,None,Low
Student_20_Jan-24,student20@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,2.81,None,Low,High,Medium,None
Student_21_Jan-24,student21@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.5,Medium,Medium,Low,None,None
Student_22_Jan-24,student22@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.62,Low,Low,None,Medium,None
Student_23_Jan-24,student23@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,2.99,High,None,None,Medium,High
Student_24_Jan-24,student24@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.32,Medium,None,High,None,Medium
Student_25_Jan-24,student25@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.53,Medium,None,Medium,Medium,High
Student_26_Jan-24,student26@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,2.76,Medium,None,Medium,High,None
Student_27_Jan-24,student27@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.46,Medium,Medium,Medium,Medium,Low
Student_28_Jan-24,student28@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.68,Medium,Low,Low,Low,None
Student_29_Jan-24,student29@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.59,None,None,Medium,Medium,None
Student_30_Jan-24,student30@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.91,Low,Low,Low,None,High
Student_31_Jan-24,student31@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.41,None,High,Medium,Medium,None
Student_32_Jan-24,student32@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,2.58,Medium,None,None,High,Medium
Student_33_Jan-24,student33@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,2.71,Medium,Medium,Medium,High,High
Student_34_Jan-24,student34@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.1,High,Medium,Medium,High,High
Student_35_Jan-24,student35@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.41,None,None,Low,Medium,Low
Student_36_Jan-24,student36@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,2.86,None,High,High,Medium,High
Student_37_Jan-24,student37@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,2.85,None,High,Low,High,None
Student_38_Jan-24,student38@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.75,Medium,Medium,High,High,Medium
Student_39_Jan-24,student39@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.5,High,Low,Medium,None,Low
Student_40_Jan-24,student40@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,3.42,Medium,High,None,None,High
Student_41_Jan-24,student41@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,2.64,High,Medium,None,High,Medium
Student_42_Jan-24,student42@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,2.81,High,None,None,None,Medium
Student_43_Jan-24,student43@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.41,High,High,High,None,None
Student_44_Jan-24,student44@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.87,High,High,High,None,Medium
Student_45_Jan-24,student45@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.9,Medium,Medium,High,Low,Medium
Student_46_Jan-24,student46@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,3.01,High,Medium,None,Low,High
Student_47_Jan-24,student47@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,2.76,High,Low,High,None,Medium
Student_48_Jan-24,student48@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.36,Low,Medium,Medium,Low,None
Student_49_Jan-24,student49@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,3.76,Medium,Low,Low,None,High
Student_50_Jan-24,student50@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.57,Low,Medium,None,High,High
Student_51_Jan-24,student51@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,2.68,Low,Medium,None,Low,Low
Student_52_Jan-24,student52@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,2.96,Medium,Medium,High,Low,High
Student_53_Jan-24,student53@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,2.71,None,High,None,High,Low
Student_54_Jan-24,student54@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,2.85,None,Low,High,Medium,High
Student_55_Jan-24,student55@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.15,High,None,Medium,Medium,Medium
Student_56_Jan-24,student56@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.01,Low,Medium,High,Medium,Low
Student_57_Jan-24,student57@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,2.59,High,Low,None,None,None
Student_58_Jan-24,student58@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.84,Low,High,Low,None,Low
Student_59_Jan-24,student59@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.14,Medium,Medium,Low,None,High
Student_60_Jan-24,student60@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.19,High,High,High,High,High
Student_61_Jan-24,student61@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,2.81,None,Medium,High,None,None
Student_62_Jan-24,student62@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.23,None,High,High,High,Low
Student_63_Jan-24,student63@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,2.72,High,High,Low,High,None
Student_64_Jan-24,student64@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.26,None,None,High,Medium,High
Student_65_Jan-24,student65@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.0,High,Low,Low,Low,None
Student_66_Jan-24,student66@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.7,Medium,High,Medium,High,High
Student_67_Jan-24,student67@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,3.02,Low,None,None,None,Low
Student_68_Jan-24,student68@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,2.81,High,Low,Medium,Medium,None
Student_69_Jan-24,student69@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,3.88,None,None,None,Medium,High
Student_70_Jan-24,student70@jan-24.spjain.edu,MGB,Jan-24,Term 3,Placed,3.29,Medium,None,High,High,High
Student_71_Jan-24,student71@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.12,High,Low,Low,High,High
Student_72_Jan-24,student72@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.17,None,None,High,Low,High
Student_73_Jan-24,student73@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.38,High,Low,High,Low,Medium
Student_74_Jan-24,student74@jan-24.spjain.edu,MGB,Jan-24,Term 1,Not Placed,3.68,High,Low,High,Low,None
Student_75_Jan-24,student75@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,3.46,High,Medium,None,None,High
Student_76_Jan-24,student76@jan-24.spjain.edu,MGB,Jan-24,Term 4,Not Placed,3.4,Low,High,None,None,High
Student_77_Jan-24,student77@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,3.23,High,None,None,Low,Medium
Student_78_Jan-24,student78@jan-24.spjain.edu,MGB,Jan-24,Term 2,Placed,3.64,None,Medium,Medium,Low,High
Student_79_Jan-24,student79@jan-24.spjain.edu,MGB,Jan-24,Term 4,Placed,2.6,Low,Medium,None,Medium,High
Student_80_Jan-24,student80@jan-24.spjain.edu,MGB,Jan-24,Term 2,Not Placed,2.58,None,Medium,High,High,None
Student_81_Jan-24,student81@jan-24.spjain.edu,MGB,Jan-24,Term 1,Placed,3.49,High,Low,High,High,Medium
Student_82_Jan-24,student82@jan-24.spjain.edu,MGB,Jan-24,Term 3,Not Placed,3.85,High,High,None,High,Low
Student_1_May-24,student1@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.96,None,Low,Low,Medium,Medium
Student_2_May-24,student2@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,3.92,Low,Medium,None,Low,None
Student_3_May-24,student3@may-24.spjain.edu,MGB,May-24,Term 1,Placed,2.59,High,Low,High,None,None
Student_4_May-24,student4@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.5,Medium,Medium,None,High,Low
Student_5_May-24,student5@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.65,High,Medium,None,Low,Medium
Student_6_May-24,student6@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.2,None,None,High,Low,High
Student_7_May-24,student7@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.57,Low,High,None,High,Low
Student_8_May-24,student8@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.24,Medium,Medium,None,Low,Medium
Student_9_May-24,student9@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.03,None,None,Medium,Low,High
Student_10_May-24,student10@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.75,None,None,Medium,Low,None
Student_11_May-24,student11@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,3.18,Low,Medium,High,None,High
Student_12_May-24,student12@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,2.65,Medium,Medium,Low,Medium,None
Student_13_May-24,student13@may-24.spjain.edu,MGB,May-24,Term 3,Placed,2.5,Medium,Low,None,Medium,High
Student_14_May-24,student14@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.98,None,None,Medium,None,High
Student_15_May-24,student15@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.43,High,High,Low,High,Medium
Student_16_May-24,student16@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.04,Medium,Medium,None,High,Medium
Student_17_May-24,student17@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.58,High,Low,Medium,Medium,High
Student_18_May-24,student18@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.33,High,None,Low,High,Medium
Student_19_May-24,student19@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.63,None,Medium,Low,High,High
Student_20_May-24,student20@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.48,Medium,Low,Low,High,None
Student_21_May-24,student21@may-24.spjain.edu,MGB,May-24,Term 4,Placed,3.21,None,High,Medium,Low,High
Student_22_May-24,student22@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,3.19,Medium,High,Low,High,None
Student_23_May-24,student23@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.28,High,Medium,Low,Medium,None
Student_24_May-24,student24@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.32,Medium,None,None,Low,None
Student_25_May-24,student25@may-24.spjain.edu,MGB,May-24,Term 3,Placed,2.99,Low,Low,High,High,High
Student_26_May-24,student26@may-24.spjain.edu,MGB,May-24,Term 2,Placed,2.59,None,Low,Medium,None,High
Student_27_May-24,student27@may-24.spjain.edu,MGB,May-24,Term 3,Placed,2.61,High,None,High,Medium,None
Student_28_May-24,student28@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,2.97,None,Medium,High,Low,Low
Student_29_May-24,student29@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.07,High,High,High,Low,Medium
Student_30_May-24,student30@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,2.77,Low,None,None,Low,None
Student_31_May-24,student31@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.12,Low,None,Low,Medium,High
Student_32_May-24,student32@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.14,Low,None,None,Low,High
Student_33_May-24,student33@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.65,Medium,Medium,High,None,Medium
Student_34_May-24,student34@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,2.89,None,None,Medium,Medium,None
Student_35_May-24,student35@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,2.58,None,Low,Low,Medium,High
Student_36_May-24,student36@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,2.74,Medium,High,Medium,Medium,Low
Student_37_May-24,student37@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.14,None,None,Low,None,Medium
Student_38_May-24,student38@may-24.spjain.edu,MGB,May-24,Term 3,Placed,3.09,High,High,Medium,Low,High
Student_39_May-24,student39@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,3.87,Low,None,High,High,High
Student_40_May-24,student40@may-24.spjain.edu,MGB,May-24,Term 1,Not Placed,3.38,None,None,None,Medium,Medium
Student_41_May-24,student41@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.37,Low,None,High,Low,None
Student_42_May-24,student42@may-24.spjain.edu,MGB,May-24,Term 2,Not Placed,3.69,Medium,None,High,Medium,High
Student_43_May-24,student43@may-24.spjain.edu,MGB,May-24,Term 2,Placed,2.81,Low,Medium,None,Low,Medium
Student_44_May-24,student44@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.54,None,High,None,Low,Medium
Student_45_May-24,student45@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.92,Medium,Low,Medium,High,Medium
Student_46_May-24,student46@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,3.04,Low,High,High,None,Low
Student_47_May-24,student47@may-24.spjain.edu,MGB,May-24,Term 3,Not Placed,2.93,None,Low,Medium,Medium,High
Student_48_May-24,student48@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.92,Medium,None,Low,None,High
Student_49_May-24,student49@may-24.spjain.edu,MGB,May-24,Term 4,Not Placed,3.85,None,Medium,Medium,Low,Medium
Student_50_May-24,student50@may-24.spjain.edu,MGB,May-24,Term 4,Placed,2.55,None,Medium,High,None,Low
Student_51_May-24,student51@may-24.spjain.edu,MGB,May-24,Term 1,Placed,3.7,High,None,Medium,High,Low
Student_52_May-24,student52@may-24.spjain.edu,MGB,May-24,Term 3,Placed,2.55,Medium,Low,Medium,Low,Medium
